date,platform,campaign_id,campaign_name,objective,ad_group_id,ad_group_name,impressions,clicks,spend,conversions,conversion_value,video_views,video_watch_25,video_watch_50,video_watch_75,video_watch_100,likes,shares,comments,reach,frequency,quality_score,search_impression_share,engagements,engagement_rate,ctr,cpc,cpm,cvr,cpa,roas,video_view_rate,video_completion_rate,source_file
2024-01-12,Facebook,fb_1002,Conversions_Retargeting,Retargeting,fbset_2002,Cart_Abandoners,13456,634,239.70,39,,1378,,,,,,,,10567,1.2700,,,,0.0471,0.0471,0.38,17.81,0.0615,6.15,,0.1024,,01_facebook_ads.csv
2024-01-12,Facebook,fb_1003,Traffic_Drive_Jan,Traffic,fbset_2003,Lookalike_Purchasers,37890,1398,212.40,28,,5012,,,,,,,,30890,1.2300,,,,0.0369,0.0369,0.15,5.61,0.0200,7.59,,0.1323,,01_facebook_ads.csv
2024-01-12,Facebook,fb_1004,Video_Views_Campaign,Awareness,fbset_2004,Video_Enthusiasts,72890,261,96.80,7,,49567,,,,,,,,59123,1.2300,,,,0.0036,0.0036,0.37,1.33,0.0268,13.83,,0.6800,,01_facebook_ads.csv
2024-01-12,Google,g_5001,Search_Brand_Terms,Search,gad_6001,Brand_Exact,25123,1312,250.40,49,2450.00,,,,,,,,,,,9.0000,0.9100,,,0.0522,0.19,9.97,0.0373,5.11,9.7843,,,02_google_ads.csv
2024-01-12,Google,g_5002,Search_Generic_Terms,Search,gad_6002,Product_Broad,46567,912,596.70,24,1200.00,,,,,,,,,,,7.0000,0.4500,,,0.0196,0.65,12.81,0.0263,24.86,2.0111,,,02_google_ads.csv
2024-01-12,Google,g_5003,Shopping_All_Products,Shopping,gad_6003,Best_Sellers,69890,2334,428.90,66,3300.00,,,,,,,,,,,8.0000,0.6700,,,0.0334,0.18,6.14,0.0283,6.50,7.6941,,,02_google_ads.csv
2024-01-12,Google,g_5004,Display_Remarketing,Retargeting,gad_6004,Cart_Abandoners,133456,489,131.20,14,700.00,,,,,,,,,,,7.0000,0.3500,,,0.0037,0.27,0.98,0.0286,9.37,5.3354,,,02_google_ads.csv
2024-01-12,TikTok,tt_8001,Awareness_GenZ,Awareness,ttad_9001,Dance_Challenge,267890,3945,501.20,40,,221234,173456,109234,73567,49234,9789,2634,623,,,,,13046,0.0487,0.0147,0.13,1.87,0.0101,12.53,,0.8258,0.2225,03_tiktok_ads.csv
2024-01-12,TikTok,tt_8002,Conversion_Focus,Conversion,ttad_9002,Product_Demo,148901,2834,767.50,77,,103456,76234,51234,38567,25789,5123,1456,278,,,,,6857,0.0461,0.0190,0.27,5.15,0.0272,9.97,,0.6948,0.2493,03_tiktok_ads.csv
2024-01-12,TikTok,tt_8003,Traffic_Campaign,Traffic,ttad_9003,Trending_Sounds,228901,3634,441.90,31,,182345,137890,108901,70567,42789,8456,2301,545,,,,,11302,0.0494,0.0159,0.12,1.93,0.0085,14.25,,0.7966,0.2347,03_tiktok_ads.csv
2024-01-12,TikTok,tt_8004,Influencer_Collab,Influencer,ttad_9004,Creator_Partnership,398567,6534,998.70,98,,332345,267890,214567,151234,99567,17756,5012,1389,,,,,24157,0.0606,0.0164,0.15,2.51,0.0150,10.19,,0.8338,0.2996,03_tiktok_ads.csv
2024-01-13,Facebook,fb_1001,Brand_Awareness_Q1,Awareness,fbset_2001,Broad_Audience_18-35,42345,856,121.50,12,,7890,,,,,,,,35678,1.1900,,,,0.0202,0.0202,0.14,2.87,0.0140,10.12,,0.1863,,01_facebook_ads.csv
2024-01-13,Facebook,fb_1002,Conversions_Retargeting,Retargeting,fbset_2002,Cart_Abandoners,11234,523,198.60,32,,1123,,,,,,,,8901,1.2700,,,,0.0466,0.0466,0.38,17.68,0.0612,6.21,,0.1000,,01_facebook_ads.csv
2024-01-13,Facebook,fb_1003,Traffic_Drive_Jan,Traffic,fbset_2003,Lookalike_Purchasers,33456,1203,185.30,23,,4234,,,,,,,,27890,1.2000,,,,0.0360,0.0360,0.15,5.54,0.0191,8.06,,0.1266,,01_facebook_ads.csv
2024-01-13,Facebook,fb_1004,Video_Views_Campaign,Awareness,fbset_2004,Video_Enthusiasts,64567,238,83.40,5,,43234,,,,,,,,52890,1.2200,,,,0.0037,0.0037,0.35,1.29,0.0210,16.68,,0.6696,,01_facebook_ads.csv
2024-01-13,Google,g_5001,Search_Brand_Terms,Search,gad_6001,Brand_Exact,22456,1156,220.40,43,2150.00,,,,,,,,,,,9.0000,0.9000,,,0.0515,0.19,9.81,0.0372,5.13,9.7550,,,02_google_ads.csv
2024-01-13,Google,g_5002,Search_Generic_Terms,Search,gad_6002,Product_Broad,41234,823,528.90,21,1050.00,,,,,,,,,,,6.0000,0.4300,,,0.0200,0.64,12.83,0.0255,25.19,1.9853,,,02_google_ads.csv
2024-01-13,Google,g_5003,Shopping_All_Products,Shopping,gad_6003,Best_Sellers,63456,2089,382.60,60,3000.00,,,,,,,,,,,8.0000,0.6500,,,0.0329,0.18,6.03,0.0287,6.38,7.8411,,,02_google_ads.csv
2024-01-13,Google,g_5004,Display_Remarketing,Retargeting,gad_6004,Cart_Abandoners,119234,434,116.80,12,600.00,,,,,,,,,,,7.0000,0.3300,,,0.0036,0.27,0.98,0.0276,9.73,5.1370,,,02_google_ads.csv
2024-01-13,TikTok,tt_8001,Awareness_GenZ,Awareness,ttad_9001,Dance_Challenge,234567,3456,456.70,34,,198234,156234,98234,67234,45234,8923,2345,567,,,,,11835,0.0505,0.0147,0.13,1.95,0.0098,13.43,,0.8451,0.2282,03_tiktok_ads.csv
2024-01-13,TikTok,tt_8002,Conversion_Focus,Conversion,ttad_9002,Product_Demo,134567,2567,712.30,71,,95678,71234,48234,36234,24567,4789,1345,245,,,,,6379,0.0474,0.0191,0.28,5.29,0.0277,10.03,,0.7110,0.2568,03_tiktok_ads.csv
2024-01-13,TikTok,tt_8003,Traffic_Campaign,Traffic,ttad_9003,Trending_Sounds,201234,3123,374.50,26,,157890,121234,96234,61234,37456,7345,2034,489,,,,,9868,0.0490,0.0155,0.12,1.86,0.0083,14.40,,0.7846,0.2372,03_tiktok_ads.csv
2024-01-13,TikTok,tt_8004,Influencer_Collab,Influencer,ttad_9004,Creator_Partnership,367890,6012,923.40,94,,301234,245678,196789,140234,93456,16234,4789,1289,,,,,22312,0.0606,0.0163,0.15,2.51,0.0156,9.82,,0.8188,0.3102,03_tiktok_ads.csv
2024-01-14,Facebook,fb_1001,Brand_Awareness_Q1,Awareness,fbset_2001,Broad_Audience_18-35,40123,798,114.70,11,,7345,,,,,,,,33456,1.2000,,,,0.0199,0.0199,0.14,2.86,0.0138,10.43,,0.1831,,01_facebook_ads.csv
2024-01-14,Facebook,fb_1002,Conversions_Retargeting,Retargeting,fbset_2002,Cart_Abandoners,10567,489,185.90,29,,998,,,,,,,,8234,1.2800,,,,0.0463,0.0463,0.38,17.59,0.0593,6.41,,0.0944,,01_facebook_ads.csv
2024-01-14,Facebook,fb_1003,Traffic_Drive_Jan,Traffic,fbset_2003,Lookalike_Purchasers,31234,1123,173.80,21,,3890,,,,,,,,26123,1.2000,,,,0.0360,0.0360,0.15,5.56,0.0187,8.28,,0.1245,,01_facebook_ads.csv
2024-01-14,Facebook,fb_1004,Video_Views_Campaign,Awareness,fbset_2004,Video_Enthusiasts,61234,223,78.90,4,,40567,,,,,,,,50123,1.2200,,,,0.0036,0.0036,0.35,1.29,0.0179,19.73,,0.6625,,01_facebook_ads.csv
2024-01-14,Google,g_5001,Search_Brand_Terms,Search,gad_6001,Brand_Exact,21234,1089,207.80,41,2050.00,,,,,,,,,,,9.0000,0.8900,,,0.0513,0.19,9.79,0.0376,5.07,9.8653,,,02_google_ads.csv
2024-01-14,Google,g_5002,Search_Generic_Terms,Search,gad_6002,Product_Broad,39567,789,507.40,19,950.00,,,,,,,,,,,6.0000,0.4200,,,0.0199,0.64,12.82,0.0241,26.71,1.8723,,,02_google_ads.csv
2024-01-14,Google,g_5003,Shopping_All_Products,Shopping,gad_6003,Best_Sellers,61890,2012,369.30,58,2900.00,,,,,,,,,,,8.0000,0.6400,,,0.0325,0.18,5.97,0.0288,6.37,7.8527,,,02_google_ads.csv
2024-01-14,Google,g_5004,Display_Remarketing,Retargeting,gad_6004,Cart_Abandoners,115678,412,113.40,11,550.00,,,,,,,,,,,7.0000,0.3200,,,0.0036,0.28,0.98,0.0267,10.31,4.8501,,,02_google_ads.csv
2024-01-14,TikTok,tt_8001,Awareness_GenZ,Awareness,ttad_9001,Dance_Challenge,223456,3234,434.50,32,,189234,148234,93234,63456,43234,8567,2234,534,,,,,11335,0.0507,0.0145,0.13,1.94,0.0099,13.58,,0.8469,0.2285,03_tiktok_ads.csv
2024-01-14,TikTok,tt_8002,Conversion_Focus,Conversion,ttad_9002,Product_Demo,128901,2456,689.50,68,,91234,68234,45789,34567,23678,4678,1267,237,,,,,6182,0.0480,0.0191,0.28,5.35,0.0277,10.14,,0.7078,0.2595,03_tiktok_ads.csv
2024-01-14,TikTok,tt_8003,Traffic_Campaign,Traffic,ttad_9003,Trending_Sounds,195678,2989,361.20,25,,152345,117234,93234,59234,36234,7123,1967,478,,,,,9568,0.0489,0.0153,0.12,1.85,0.0084,14.45,,0.7785,0.2378,03_tiktok_ads.csv
2024-01-14,TikTok,tt_8004,Influencer_Collab,Influencer,ttad_9004,Creator_Partnership,356789,5834,901.20,91,,293456,239234,191234,136234,90234,15890,4634,1256,,,,,21780,0.0610,0.0164,0.15,2.53,0.0156,9.90,,0.8225,0.3075,03_tiktok_ads.csv
2024-01-15,Facebook,fb_1001,Brand_Awareness_Q1,Awareness,fbset_2001,Broad_Audience_18-35,46789,934,132.40,14,,8567,,,,,,,,39234,1.1900,,,,0.0200,0.0200,0.14,2.83,0.0150,9.46,,0.1831,,01_facebook_ads.csv
2024-01-15,Facebook,fb_1002,Conversions_Retargeting,Retargeting,fbset_2002,Cart_Abandoners,12890,567,221.30,37,,1345,,,,,,,,10123,1.2700,,,,0.0440,0.0440,0.39,17.17,0.0653,5.98,,0.1043,,01_facebook_ads.csv
2024-01-15,Facebook,fb_1003,Traffic_Drive_Jan,Traffic,fbset_2003,Lookalike_Purchasers,35678,1289,196.60,25,,4678,,,,,,,,29345,1.2200,,,,0.0361,0.0361,0.15,5.51,0.0194,7.86,,0.1311,,01_facebook_ads.csv
2024-01-15,Facebook,fb_1004,Video_Views_Campaign,Awareness,fbset_2004,Video_Enthusiasts,68456,248,87.60,6,,46234,,,,,,,,56789,1.2100,,,,0.0036,0.0036,0.35,1.28,0.0242,14.60,,0.6754,,01_facebook_ads.csv
2024-01-15,Google,g_5001,Search_Brand_Terms,Search,gad_6001,Brand_Exact,23890,1234,235.60,46,2300.00,,,,,,,,,,,9.0000,0.9100,,,0.0517,0.19,9.86,0.0373,5.12,9.7623,,,02_google_ads.csv
2024-01-15,Google,g_5002,Search_Generic_Terms,Search,gad_6002,Product_Broad,43789,856,560.90,22,1100.00,,,,,,,,,,,7.0000,0.4400,,,0.0195,0.66,12.81,0.0257,25.50,1.9611,,,02_google_ads.csv
2024-01-15,Google,g_5003,Shopping_All_Products,Shopping,gad_6003,Best_Sellers,67234,2234,411.70,65,3250.00,,,,,,,,,,,8.0000,0.6600,,,0.0332,0.18,6.12,0.0291,6.33,7.8941,,,02_google_ads.csv
2024-01-15,Google,g_5004,Display_Remarketing,Retargeting,gad_6004,Cart_Abandoners,128901,467,126.70,13,650.00,,,,,,,,,,,7.0000,0.3400,,,0.0036,0.27,0.98,0.0278,9.75,5.1302,,,02_google_ads.csv
2024-01-15,TikTok,tt_8001,Awareness_GenZ,Awareness,ttad_9001,Dance_Challenge,246789,3678,478.90,36,,207345,163456,102345,70234,47234,9234,2456,589,,,,,12279,0.0498,0.0149,0.13,1.94,0.0098,13.30,,0.8402,0.2278,03_tiktok_ads.csv
2024-01-15,TikTok,tt_8002,Conversion_Focus,Conversion,ttad_9002,Product_Demo,142345,2678,734.50,73,,97890,72345,48901,36789,24890,4901,1356,256,,,,,6513,0.0458,0.0188,0.27,5.16,0.0273,10.06,,0.6877,0.2543,03_tiktok_ads.csv
2024-01-15,TikTok,tt_8003,Traffic_Campaign,Traffic,ttad_9003,Trending_Sounds,212345,3345,401.10,28,,167890,128234,101234,65234,39456,7789,2145,512,,,,,10446,0.0492,0.0158,0.12,1.89,0.0084,14.33,,0.7906,0.2350,03_tiktok_ads.csv
2024-01-15,TikTok,tt_8004,Influencer_Collab,Influencer,ttad_9004,Creator_Partnership,378901,6123,945.60,96,,312345,251234,201234,143456,95234,16567,4823,1312,,,,,22702,0.0599,0.0162,0.15,2.50,0.0157,9.85,,0.8243,0.3049,03_tiktok_ads.csv
2024-01-16,Facebook,fb_1001,Brand_Awareness_Q1,Awareness,fbset_2001,Broad_Audience_18-35,50234,1023,143.80,16,,9234,,,,,,,,42345,1.1900,,,,0.0204,0.0204,0.14,2.86,0.0156,8.99,,0.1838,,01_facebook_ads.csv
2024-01-16,Facebook,fb_1002,Conversions_Retargeting,Retargeting,fbset_2002,Cart_Abandoners,14234,678,248.50,42,,1567,,,,,,,,11234,1.2700,,,,0.0477,0.0476,0.37,17.46,0.0619,5.92,,0.1101,,01_facebook_ads.csv
2024-01-16,Facebook,fb_1003,Traffic_Drive_Jan,Traffic,fbset_2003,Lookalike_Purchasers,38456,1423,218.70,30,,5123,,,,,,,,31234,1.2300,,,,0.0370,0.0370,0.15,5.69,0.0211,7.29,,0.1332,,01_facebook_ads.csv
2024-01-16,Facebook,fb_1004,Video_Views_Campaign,Awareness,fbset_2004,Video_Enthusiasts,73456,267,94.20,7,,49890,,,,,,,,59567,1.2400,,,,0.0036,0.0036,0.35,1.28,0.0262,13.46,,0.6792,,01_facebook_ads.csv
2024-01-16,Google,g_5001,Search_Brand_Terms,Search,gad_6001,Brand_Exact,25456,1345,257.30,51,2550.00,,,,,,,,,,,9.0000,0.9200,,,0.0528,0.19,10.11,0.0379,5.05,9.9106,,,02_google_ads.csv
2024-01-16,Google,g_5002,Search_Generic_Terms,Search,gad_6002,Product_Broad,45678,901,584.50,24,1200.00,,,,,,,,,,,7.0000,0.4500,,,0.0197,0.65,12.80,0.0266,24.35,2.0530,,,02_google_ads.csv
2024-01-16,Google,g_5003,Shopping_All_Products,Shopping,gad_6003,Best_Sellers,70123,2378,435.80,69,3450.00,,,,,,,,,,,8.0000,0.6700,,,0.0339,0.18,6.21,0.0290,6.32,7.9165,,,02_google_ads.csv
2024-01-16,Google,g_5004,Display_Remarketing,Retargeting,gad_6004,Cart_Abandoners,132567,489,130.50,14,700.00,,,,,,,,,,,7.0000,0.3500,,,0.0037,0.27,0.98,0.0286,9.32,5.3640,,,02_google_ads.csv
2024-01-16,TikTok,tt_8001,Awareness_GenZ,Awareness,ttad_9001,Dance_Challenge,289012,4234,556.70,43,,234567,182345,114567,77234,51234,10345,2789,656,,,,,13790,0.0477,0.0146,0.13,1.93,0.0102,12.95,,0.8116,0.2184,03_tiktok_ads.csv
2024-01-16,TikTok,tt_8002,Conversion_Focus,Conversion,ttad_9002,Product_Demo,156789,3012,812.30,82,,109876,81234,54678,41234,27567,5456,1567,289,,,,,7312,0.0466,0.0192,0.27,5.18,0.0272,9.91,,0.7008,0.2509,03_tiktok_ads.csv
2024-01-16,TikTok,tt_8003,Traffic_Campaign,Traffic,ttad_9003,Trending_Sounds,245678,3890,467.80,34,,195678,148234,117234,75234,45789,8567,2345,567,,,,,11479,0.0467,0.0158,0.12,1.90,0.0087,13.76,,0.7965,0.2340,03_tiktok_ads.csv
2024-01-16,TikTok,tt_8004,Influencer_Collab,Influencer,ttad_9004,Creator_Partnership,423456,6890,1056.80,107,,356789,289234,231456,164567,109234,18890,5456,1489,,,,,25835,0.0610,0.0163,0.15,2.50,0.0155,9.88,,0.8426,0.3062,03_tiktok_ads.csv
2024-01-17,Facebook,fb_1001,Brand_Awareness_Q1,Awareness,fbset_2001,Broad_Audience_18-35,51789,1089,152.30,18,,9567,,,,,,,,43567,1.1900,,,,0.0210,0.0210,0.14,2.94,0.0165,8.46,,0.1847,,01_facebook_ads.csv
2024-01-17,Facebook,fb_1002,Conversions_Retargeting,Retargeting,fbset_2002,Cart_Abandoners,15234,734,264.70,46,,1678,,,,,,,,12123,1.2600,,,,0.0482,0.0482,0.36,17.38,0.0627,5.75,,0.1101,,01_facebook_ads.csv
2024-01-17,Facebook,fb_1003,Traffic_Drive_Jan,Traffic,fbset_2003,Lookalike_Purchasers,40123,1534,232.80,33,,5456,,,,,,,,32890,1.2200,,,,0.0382,0.0382,0.15,5.80,0.0215,7.05,,0.1360,,01_facebook_ads.csv
2024-01-17,Facebook,fb_1004,Video_Views_Campaign,Awareness,fbset_2004,Video_Enthusiasts,75890,278,98.50,8,,51234,,,,,,,,61567,1.2300,,,,0.0037,0.0037,0.35,1.30,0.0288,12.31,,0.6751,,01_facebook_ads.csv
2024-01-17,Google,g_5001,Search_Brand_Terms,Search,gad_6001,Brand_Exact,26789,1456,278.90,54,2700.00,,,,,,,,,,,9.0000,0.9300,,,0.0544,0.19,10.41,0.0371,5.16,9.6809,,,02_google_ads.csv
2024-01-17,Google,g_5002,Search_Generic_Terms,Search,gad_6002,Product_Broad,47234,967,605.60,25,1250.00,,,,,,,,,,,7.0000,0.4600,,,0.0205,0.63,12.82,0.0259,24.22,2.0641,,,02_google_ads.csv
2024-01-17,Google,g_5003,Shopping_All_Products,Shopping,gad_6003,Best_Sellers,72456,2489,450.70,72,3600.00,,,,,,,,,,,8.0000,0.6800,,,0.0344,0.18,6.22,0.0289,6.26,7.9876,,,02_google_ads.csv
2024-01-17,Google,g_5004,Display_Remarketing,Retargeting,gad_6004,Cart_Abandoners,138901,534,136.40,15,750.00,,,,,,,,,,,7.0000,0.3600,,,0.0038,0.26,0.98,0.0281,9.09,5.4985,,,02_google_ads.csv
2024-01-17,TikTok,tt_8001,Awareness_GenZ,Awareness,ttad_9001,Dance_Challenge,301234,4456,589.90,46,,245678,191234,119234,80234,53456,10789,2901,689,,,,,14379,0.0477,0.0148,0.13,1.96,0.0103,12.82,,0.8156,0.2176,03_tiktok_ads.csv
2024-01-17,TikTok,tt_8002,Conversion_Focus,Conversion,ttad_9002,Product_Demo,167890,3234,845.60,85,,117890,87234,58901,44234,29567,5678,1634,312,,,,,7624,0.0454,0.0193,0.26,5.04,0.0263,9.95,,0.7022,0.2508,03_tiktok_ads.csv
2024-01-17,TikTok,tt_8003,Traffic_Campaign,Traffic,ttad_9003,Trending_Sounds,256789,4012,489.20,36,,201234,152345,120456,77890,47234,8901,2456,589,,,,,11946,0.0465,0.0156,0.12,1.91,0.0090,13.59,,0.7837,0.2347,03_tiktok_ads.csv
2024-01-17,TikTok,tt_8004,Influencer_Collab,Influencer,ttad_9004,Creator_Partnership,445678,7234,1123.50,113,,378901,304567,243456,172345,114567,19567,5678,1567,,,,,26812,0.0602,0.0162,0.16,2.52,0.0156,9.94,,0.8502,0.3024,03_tiktok_ads.csv
2024-01-18,Facebook,fb_1001,Brand_Awareness_Q1,Awareness,fbset_2001,Broad_Audience_18-35,49567,1012,144.60,16,,9123,,,,,,,,41890,1.1800,,,,0.0204,0.0204,0.14,2.92,0.0158,9.04,,0.1841,,01_facebook_ads.csv
2024-01-18,Facebook,fb_1002,Conversions_Retargeting,Retargeting,fbset_2002,Cart_Abandoners,14567,689,253.40,43,,1489,,,,,,,,11567,1.2600,,,,0.0473,0.0473,0.37,17.40,0.0624,5.89,,0.1022,,01_facebook_ads.csv
2024-01-18,Facebook,fb_1003,Traffic_Drive_Jan,Traffic,fbset_2003,Lookalike_Purchasers,38901,1456,224.50,31,,5234,,,,,,,,31456,1.2400,,,,0.0374,0.0374,0.15,5.77,0.0213,7.24,,0.1345,,01_facebook_ads.csv
2024-01-18,Facebook,fb_1004,Video_Views_Campaign,Awareness,fbset_2004,Video_Enthusiasts,72345,261,92.70,7,,48567,,,,,,,,58234,1.2400,,,,0.0036,0.0036,0.36,1.28,0.0268,13.24,,0.6713,,01_facebook_ads.csv
2024-01-18,Google,g_5001,Search_Brand_Terms,Search,gad_6001,Brand_Exact,25789,1389,265.20,52,2600.00,,,,,,,,,,,9.0000,0.9200,,,0.0539,0.19,10.28,0.0374,5.10,9.8039,,,02_google_ads.csv
2024-01-18,Google,g_5002,Search_Generic_Terms,Search,gad_6002,Product_Broad,46123,923,590.30,24,1200.00,,,,,,,,,,,7.0000,0.4500,,,0.0200,0.64,12.80,0.0260,24.60,2.0329,,,02_google_ads.csv
2024-01-18,Google,g_5003,Shopping_All_Products,Shopping,gad_6003,Best_Sellers,71567,2412,442.30,70,3500.00,,,,,,,,,,,8.0000,0.6800,,,0.0337,0.18,6.18,0.0290,6.32,7.9132,,,02_google_ads.csv
2024-01-18,Google,g_5004,Display_Remarketing,Retargeting,gad_6004,Cart_Abandoners,135234,501,133.60,14,700.00,,,,,,,,,,,7.0000,0.3500,,,0.0037,0.27,0.99,0.0279,9.54,5.2395,,,02_google_ads.csv
2024-01-18,TikTok,tt_8001,Awareness_GenZ,Awareness,ttad_9001,Dance_Challenge,290123,4189,567.80,44,,236789,184567,115678,78234,52345,10456,2812,678,,,,,13946,0.0481,0.0144,0.14,1.96,0.0105,12.90,,0.8162,0.2211,03_tiktok_ads.csv
2024-01-18,TikTok,tt_8002,Conversion_Focus,Conversion,ttad_9002,Product_Demo,161234,3089,823.70,83,,113456,83567,56234,42345,28234,5523,1589,301,,,,,7413,0.0460,0.0192,0.27,5.11,0.0269,9.92,,0.7037,0.2489,03_tiktok_ads.csv
2024-01-18,TikTok,tt_8003,Traffic_Campaign,Traffic,ttad_9003,Trending_Sounds,248901,3934,478.50,35,,195234,148901,117890,76234,46234,8734,2401,578,,,,,11713,0.0471,0.0158,0.12,1.92,0.0089,13.67,,0.7844,0.2368,03_tiktok_ads.csv
2024-01-18,TikTok,tt_8004,Influencer_Collab,Influencer,ttad_9004,Creator_Partnership,434567,7012,1089.30,109,,367890,296234,237890,168234,111234,19234,5534,1523,,,,,26291,0.0605,0.0161,0.16,2.51,0.0155,9.99,,0.8466,0.3024,03_tiktok_ads.csv
2024-01-19,Facebook,fb_1001,Brand_Awareness_Q1,Awareness,fbset_2001,Broad_Audience_18-35,47890,967,138.40,15,,8789,,,,,,,,40234,1.1900,,,,0.0202,0.0202,0.14,2.89,0.0155,9.23,,0.1835,,01_facebook_ads.csv
2024-01-19,Facebook,fb_1002,Conversions_Retargeting,Retargeting,fbset_2002,Cart_Abandoners,13890,634,235.80,40,,1378,,,,,,,,10890,1.2700,,,,0.0457,0.0456,0.37,16.98,0.0631,5.90,,0.0992,,01_facebook_ads.csv
2024-01-19,Facebook,fb_1003,Traffic_Drive_Jan,Traffic,fbset_2003,Lookalike_Purchasers,37234,1367,209.90,28,,5012,,,,,,,,30678,1.2100,,,,0.0367,0.0367,0.15,5.64,0.0205,7.50,,0.1346,,01_facebook_ads.csv
2024-01-19,Facebook,fb_1004,Video_Views_Campaign,Awareness,fbset_2004,Video_Enthusiasts,70123,253,89.40,6,,47234,,,,,,,,57890,1.2100,,,,0.0036,0.0036,0.35,1.27,0.0237,14.90,,0.6736,,01_facebook_ads.csv
2024-01-19,Google,g_5001,Search_Brand_Terms,Search,gad_6001,Brand_Exact,24567,1289,246.80,48,2400.00,,,,,,,,,,,9.0000,0.9100,,,0.0525,0.19,10.05,0.0372,5.14,9.7245,,,02_google_ads.csv
2024-01-19,Google,g_5002,Search_Generic_Terms,Search,gad_6002,Product_Broad,44890,890,574.70,23,1150.00,,,,,,,,,,,7.0000,0.4400,,,0.0198,0.65,12.80,0.0258,24.99,2.0010,,,02_google_ads.csv
2024-01-19,Google,g_5003,Shopping_All_Products,Shopping,gad_6003,Best_Sellers,69234,2301,423.50,67,3350.00,,,,,,,,,,,8.0000,0.6700,,,0.0332,0.18,6.12,0.0291,6.32,7.9103,,,02_google_ads.csv
2024-01-19,Google,g_5004,Display_Remarketing,Retargeting,gad_6004,Cart_Abandoners,131567,478,129.40,13,650.00,,,,,,,,,,,7.0000,0.3400,,,0.0036,0.27,0.98,0.0272,9.95,5.0232,,,02_google_ads.csv
2024-01-19,TikTok,tt_8001,Awareness_GenZ,Awareness,ttad_9001,Dance_Challenge,278901,4123,545.60,42,,229234,179234,112234,75678,50234,10123,2712,645,,,,,13480,0.0483,0.0148,0.13,1.96,0.0102,12.99,,0.8219,0.2191,03_tiktok_ads.csv
2024-01-19,TikTok,tt_8002,Conversion_Focus,Conversion,ttad_9002,Product_Demo,153456,2945,789.20,79,,107890,79567,53678,40234,26890,5234,1456,278,,,,,6968,0.0454,0.0192,0.27,5.14,0.0268,9.99,,0.7031,0.2492,03_tiktok_ads.csv
2024-01-19,TikTok,tt_8003,Traffic_Campaign,Traffic,ttad_9003,Trending_Sounds,236789,3734,456.80,33,,187890,142345,112345,72345,43789,8456,2267,545,,,,,11268,0.0476,0.0158,0.12,1.93,0.0088,13.84,,0.7935,0.2331,03_tiktok_ads.csv
2024-01-19,TikTok,tt_8004,Influencer_Collab,Influencer,ttad_9004,Creator_Partnership,423456,6789,1034.50,104,,356789,287234,229234,162345,107890,18756,5345,1456,,,,,25557,0.0604,0.0160,0.15,2.44,0.0153,9.95,,0.8426,0.3024,03_tiktok_ads.csv
2024-01-20,Facebook,fb_1001,Brand_Awareness_Q1,Awareness,fbset_2001,Broad_Audience_18-35,43234,878,125.70,13,,7890,,,,,,,,36567,1.1800,,,,0.0203,0.0203,0.14,2.91,0.0148,9.67,,0.1825,,01_facebook_ads.csv
2024-01-20,Facebook,fb_1002,Conversions_Retargeting,Retargeting,fbset_2002,Cart_Abandoners,11890,545,202.30,34,,1156,,,,,,,,9567,1.2800,,,,0.0458,0.0458,0.37,17.01,0.0624,5.95,,0.0972,,01_facebook_ads.csv
2024-01-20,Facebook,fb_1003,Traffic_Drive_Jan,Traffic,fbset_2003,Lookalike_Purchasers,34567,1234,189.60,24,,4567,,,,,,,,28934,1.1900,,,,0.0357,0.0357,0.15,5.49,0.0194,7.90,,0.1321,,01_facebook_ads.csv
2024-01-20,Facebook,fb_1004,Video_Views_Campaign,Awareness,fbset_2004,Video_Enthusiasts,65234,234,81.20,5,,43567,,,,,,,,53456,1.1900,,,,0.0036,0.0036,0.35,1.24,0.0214,16.24,,0.6679,,01_facebook_ads.csv
2024-01-20,Google,g_5001,Search_Brand_Terms,Search,gad_6001,Brand_Exact,22345,1123,214.50,42,2100.00,,,,,,,,,,,9.0000,0.8900,,,0.0503,0.19,9.60,0.0374,5.11,9.7902,,,02_google_ads.csv
2024-01-20,Google,g_5002,Search_Generic_Terms,Search,gad_6002,Product_Broad,40567,812,520.40,20,1000.00,,,,,,,,,,,6.0000,0.4200,,,0.0200,0.64,12.83,0.0246,26.02,1.9216,,,02_google_ads.csv
2024-01-20,Google,g_5003,Shopping_All_Products,Shopping,gad_6003,Best_Sellers,64890,2067,376.80,59,2950.00,,,,,,,,,,,8.0000,0.6500,,,0.0319,0.18,5.81,0.0285,6.39,7.8291,,,02_google_ads.csv
2024-01-20,Google,g_5004,Display_Remarketing,Retargeting,gad_6004,Cart_Abandoners,124567,445,122.30,12,600.00,,,,,,,,,,,7.0000,0.3300,,,0.0036,0.27,0.98,0.0270,10.19,4.9060,,,02_google_ads.csv
2024-01-20,TikTok,tt_8001,Awareness_GenZ,Awareness,ttad_9001,Dance_Challenge,256234,3701,490.50,38,,209234,163567,102567,69567,46567,9123,2423,601,,,,,12147,0.0474,0.0144,0.13,1.91,0.0103,12.91,,0.8166,0.2226,03_tiktok_ads.csv
